DATE|IMSI|PRIMARY INTEREST|SECONDARY INTEREST|WEIGHTING
FEBRUARY 2016|123456700000358|Gambling|Sports Gambling|23
FEBRUARY 2016|123456700000358|Sport|Soccer|39
FEBRUARY 2016|123456700000358|Books & Literature|Book Retailers|90
FEBRUARY 2016|123456700000359|Books & Literature|Book Retailers|38
FEBRUARY 2016|123456700000359|News & Media|Science|75
FEBRUARY 2016|123456700000359|Sport|Golf|36
FEBRUARY 2016|123456700000359|News & Media|Magazines & E-Zines|17
FEBRUARY 2016|123456700000359|News & Media|News|26
FEBRUARY 2016|123456700000360|Books & Literature|Book Retailers|87
FEBRUARY 2016|123456700000360|News & Media|News|39
FEBRUARY 2016|123456700000360|Sport|Golf|37
FEBRUARY 2016|123456700000360|Sport|Sport|70
FEBRUARY 2016|123456700000360|Sport|Rugby|20
FEBRUARY 2016|123456700000361|Books & Literature|Book Retailers|58
FEBRUARY 2016|123456700000361|Arts & Entertainment|TV & Video|58
FEBRUARY 2016|123456700000361|News & Media|News|62
FEBRUARY 2016|123456700000361|Finance|Banking|21
FEBRUARY 2016|123456700000361|Gambling|Sports Gambling|58
FEBRUARY 2016|123456700000362|Sport|Soccer|92
FEBRUARY 2016|123456700000362|Arts & Entertainment|TV & Video|3
FEBRUARY 2016|123456700000362|News & Media|Science|32
FEBRUARY 2016|123456700000362|Sport|Golf|22
FEBRUARY 2016|123456700000362|News & Media|Magazines & E-Zines|64
FEBRUARY 2016|123456700000363|News & Media|News|26
FEBRUARY 2016|123456700000363|Arts & Entertainment|TV & Video|24
FEBRUARY 2016|123456700000363|Sport|Soccer|62
FEBRUARY 2016|123456700000363|News & Media|News|22
FEBRUARY 2016|123456700000363|Sport|Rugby|53
FEBRUARY 2016|123456700000364|News & Media|News|67
FEBRUARY 2016|123456700000364|Sport|Sport|54
FEBRUARY 2016|123456700000364|Sport|Sport|11
FEBRUARY 2016|123456700000364|Arts & Entertainment|TV & Video|63
FEBRUARY 2016|123456700000364|Finance|Banking|58
FEBRUARY 2016|123456700000365|Arts & Entertainment|TV & Video|84
FEBRUARY 2016|123456700000365|Sport|Sport|96
FEBRUARY 2016|123456700000365|Sport|Rugby|21
FEBRUARY 2016|123456700000365|News & Media|Magazines & E-Zines|46
FEBRUARY 2016|123456700000365|Sport|Sport|20
FEBRUARY 2016|123456700000366|Sport|Golf|1
FEBRUARY 2016|123456700000366|News & Media|News|100
FEBRUARY 2016|123456700000366|Gambling|Sports Gambling|58
FEBRUARY 2016|123456700000366|Sport|Sport|6
FEBRUARY 2016|123456700000366|News & Media|Science|68
FEBRUARY 2016|123456700000367|Sport|Sport|38
FEBRUARY 2016|123456700000367|Books & Literature|Book Retailers|80
FEBRUARY 2016|123456700000367|Sport|Sport|52
FEBRUARY 2016|123456700000367|Arts & Entertainment|TV & Video|26
FEBRUARY 2016|123456700000367|News & Media|News|15
FEBRUARY 2016|123456700000368|Sport|Golf|97
FEBRUARY 2016|123456700000368|Sport|Soccer|37
FEBRUARY 2016|123456700000368|Sport|Soccer|46
FEBRUARY 2016|123456700000368|News & Media|Magazines & E-Zines|5
FEBRUARY 2016|123456700000368|Sport|Golf|91
FEBRUARY 2016|123456700000369|Sport|Sport|25
FEBRUARY 2016|123456700000369|Books & Literature|Book Retailers|30
FEBRUARY 2016|123456700000369|Books & Literature|Book Retailers|52
FEBRUARY 2016|123456700000369|Sport|Sport|99
FEBRUARY 2016|123456700000369|Books & Literature|Book Retailers|98
FEBRUARY 2016|123456700000370|Books & Literature|Book Retailers|77
FEBRUARY 2016|123456700000370|News & Media|Science|71
FEBRUARY 2016|123456700000370|Sport|Soccer|13
FEBRUARY 2016|123456700000370|Books & Literature|Book Retailers|15
FEBRUARY 2016|123456700000370|Finance|Banking|18
FEBRUARY 2016|123456700000371|Books & Literature|Book Retailers|75
FEBRUARY 2016|123456700000371|Books & Literature|Book Retailers|75
FEBRUARY 2016|123456700000371|Sport|Golf|41
FEBRUARY 2016|123456700000371|Sport|Golf|51
FEBRUARY 2016|123456700000371|Sport|Sport|23
FEBRUARY 2016|123456700000372|Sport|Soccer|11
FEBRUARY 2016|123456700000372|Sport|Rugby|22
FEBRUARY 2016|123456700000372|News & Media|Magazines & E-Zines|4
FEBRUARY 2016|123456700000372|Gambling|Sports Gambling|63
FEBRUARY 2016|123456700000372|Finance|Banking|78
FEBRUARY 2016|123456700000373|Gambling|Sports Gambling|30
FEBRUARY 2016|123456700000373|Sport|Golf|8
FEBRUARY 2016|123456700000373|Sport|Rugby|50
FEBRUARY 2016|123456700000373|Books & Literature|Book Retailers|59
FEBRUARY 2016|123456700000373|Arts & Entertainment|TV & Video|34
FEBRUARY 2016|123456700000374|Sport|Sport|98
FEBRUARY 2016|123456700000374|News & Media|Magazines & E-Zines|69
FEBRUARY 2016|123456700000374|Sport|Golf|39
FEBRUARY 2016|123456700000374|Internet & Telecom|Social Networking|58
FEBRUARY 2016|123456700000374|Gambling|Sports Gambling|58
FEBRUARY 2016|123456700000375|Arts & Entertainment|TV & Video|41
FEBRUARY 2016|123456700000375|News & Media|Science|13
FEBRUARY 2016|123456700000375|Arts & Entertainment|TV & Video|7
FEBRUARY 2016|123456700000375|Gambling|Sports Gambling|55
FEBRUARY 2016|123456700000375|Gambling|Sports Gambling|29
FEBRUARY 2016|123456700000376|Books & Literature|Book Retailers|89
FEBRUARY 2016|123456700000376|Sport|Soccer|39
FEBRUARY 2016|123456700000376|Arts & Entertainment|TV & Video|28
FEBRUARY 2016|123456700000376|Sport|Golf|24
FEBRUARY 2016|123456700000376|Sport|Soccer|23
FEBRUARY 2016|123456700000377|Books & Literature|Book Retailers|29
FEBRUARY 2016|123456700000377|Sport|Soccer|10
FEBRUARY 2016|123456700000377|News & Media|Science|13
FEBRUARY 2016|123456700000377|Gambling|Sports Gambling|73
FEBRUARY 2016|123456700000377|News & Media|News|60
FEBRUARY 2016|123456700000378|Sport|Soccer|27
FEBRUARY 2016|123456700000378|Sport|Rugby|82
FEBRUARY 2016|123456700000378|Gambling|Sports Gambling|9
FEBRUARY 2016|123456700000378|Arts & Entertainment|TV & Video|31
FEBRUARY 2016|123456700000378|Sport|Soccer|43
FEBRUARY 2016|123456700000379|Sport|Soccer|17
FEBRUARY 2016|123456700000379|News & Media|Science|49
FEBRUARY 2016|123456700000379|Sport|Golf|86
FEBRUARY 2016|123456700000379|Internet & Telecom|Social Networking|38
FEBRUARY 2016|123456700000379|Internet & Telecom|Social Networking|34
FEBRUARY 2016|123456700000380|Sport|Golf|91
FEBRUARY 2016|123456700000380|Gambling|Sports Gambling|44
FEBRUARY 2016|123456700000380|Finance|Banking|27
FEBRUARY 2016|123456700000380|Books & Literature|Book Retailers|87
FEBRUARY 2016|123456700000380|Sport|Golf|91
FEBRUARY 2016|123456700000381|Internet & Telecom|Social Networking|49
FEBRUARY 2016|123456700000381|Sport|Soccer|93
FEBRUARY 2016|123456700000381|News & Media|Science|57
FEBRUARY 2016|123456700000381|Sport|Soccer|38
FEBRUARY 2016|123456700000381|Sport|Soccer|70
FEBRUARY 2016|123456700000382|Sport|Sport|72
FEBRUARY 2016|123456700000382|Sport|Golf|12
FEBRUARY 2016|123456700000382|Finance|Banking|67
FEBRUARY 2016|123456700000382|Finance|Banking|34
FEBRUARY 2016|123456700000382|Sport|Soccer|12
FEBRUARY 2016|123456700000383|Finance|Banking|57
FEBRUARY 2016|123456700000383|Internet & Telecom|Social Networking|23
FEBRUARY 2016|123456700000383|Sport|Soccer|29
FEBRUARY 2016|123456700000383|News & Media|Magazines & E-Zines|56
FEBRUARY 2016|123456700000383|Sport|Golf|78
FEBRUARY 2016|123456700000384|Sport|Rugby|25
FEBRUARY 2016|123456700000384|Internet & Telecom|Social Networking|15
FEBRUARY 2016|123456700000384|Finance|Banking|1
FEBRUARY 2016|123456700000384|Sport|Soccer|13
FEBRUARY 2016|123456700000384|Finance|Banking|40
FEBRUARY 2016|123456700000385|Finance|Banking|73
FEBRUARY 2016|123456700000385|Sport|Soccer|24
FEBRUARY 2016|123456700000385|Finance|Banking|81
FEBRUARY 2016|123456700000385|News & Media|News|78
FEBRUARY 2016|123456700000385|Sport|Soccer|68
FEBRUARY 2016|123456700000386|Sport|Sport|73
FEBRUARY 2016|123456700000386|Sport|Sport|87
FEBRUARY 2016|123456700000386|News & Media|Science|35
FEBRUARY 2016|123456700000386|Sport|Soccer|60
FEBRUARY 2016|123456700000386|Sport|Rugby|15
FEBRUARY 2016|123456700000387|Gambling|Sports Gambling|53
FEBRUARY 2016|123456700000387|News & Media|Science|19
FEBRUARY 2016|123456700000387|Sport|Sport|51
FEBRUARY 2016|123456700000387|Sport|Sport|94
FEBRUARY 2016|123456700000387|Sport|Golf|55
FEBRUARY 2016|123456700000388|News & Media|News|86
FEBRUARY 2016|123456700000388|Finance|Banking|92
FEBRUARY 2016|123456700000388|Sport|Soccer|94
FEBRUARY 2016|123456700000388|Sport|Rugby|46
FEBRUARY 2016|123456700000388|Sport|Rugby|81
FEBRUARY 2016|123456700000389|Sport|Soccer|43
FEBRUARY 2016|123456700000389|Sport|Rugby|31
FEBRUARY 2016|123456700000389|News & Media|Magazines & E-Zines|27
FEBRUARY 2016|123456700000389|Books & Literature|Book Retailers|9
FEBRUARY 2016|123456700000389|Gambling|Sports Gambling|43
FEBRUARY 2016|123456700000390|News & Media|Magazines & E-Zines|14
FEBRUARY 2016|123456700000390|News & Media|News|70
FEBRUARY 2016|123456700000390|Sport|Soccer|36
FEBRUARY 2016|123456700000390|Finance|Banking|97
FEBRUARY 2016|123456700000390|Sport|Golf|18
FEBRUARY 2016|123456700000391|News & Media|Science|27
FEBRUARY 2016|123456700000391|Sport|Soccer|74
FEBRUARY 2016|123456700000391|Finance|Banking|92
FEBRUARY 2016|123456700000391|News & Media|Magazines & E-Zines|67
FEBRUARY 2016|123456700000391|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000392|Finance|Banking|79
FEBRUARY 2016|123456700000392|Gambling|Sports Gambling|94
FEBRUARY 2016|123456700000392|Sport|Golf|85
FEBRUARY 2016|123456700000392|Arts & Entertainment|TV & Video|66
FEBRUARY 2016|123456700000392|Sport|Golf|49
FEBRUARY 2016|123456700000393|Arts & Entertainment|TV & Video|34
FEBRUARY 2016|123456700000393|News & Media|Science|61
FEBRUARY 2016|123456700000393|News & Media|Magazines & E-Zines|28
FEBRUARY 2016|123456700000393|Gambling|Sports Gambling|14
FEBRUARY 2016|123456700000393|Gambling|Sports Gambling|16
FEBRUARY 2016|123456700000394|News & Media|News|77
FEBRUARY 2016|123456700000394|News & Media|News|77
FEBRUARY 2016|123456700000394|News & Media|Science|44
FEBRUARY 2016|123456700000394|Books & Literature|Book Retailers|93
FEBRUARY 2016|123456700000394|Internet & Telecom|Social Networking|15
FEBRUARY 2016|123456700000395|Sport|Sport|22
FEBRUARY 2016|123456700000395|Books & Literature|Book Retailers|44
FEBRUARY 2016|123456700000395|Books & Literature|Book Retailers|47
FEBRUARY 2016|123456700000395|Internet & Telecom|Social Networking|44
FEBRUARY 2016|123456700000395|Sport|Rugby|54
FEBRUARY 2016|123456700000396|Sport|Sport|2
FEBRUARY 2016|123456700000396|Sport|Golf|68
FEBRUARY 2016|123456700000396|Sport|Golf|22
FEBRUARY 2016|123456700000396|Finance|Banking|19
FEBRUARY 2016|123456700000396|Sport|Soccer|38
FEBRUARY 2016|123456700000397|News & Media|News|55
FEBRUARY 2016|123456700000397|News & Media|Science|71
FEBRUARY 2016|123456700000397|Arts & Entertainment|TV & Video|50
FEBRUARY 2016|123456700000397|Sport|Golf|50
FEBRUARY 2016|123456700000397|Sport|Rugby|12
FEBRUARY 2016|123456700000398|News & Media|Science|51
FEBRUARY 2016|123456700000398|News & Media|News|79
FEBRUARY 2016|123456700000398|News & Media|Magazines & E-Zines|97
FEBRUARY 2016|123456700000398|Arts & Entertainment|TV & Video|21
FEBRUARY 2016|123456700000398|Sport|Sport|9
FEBRUARY 2016|123456700000399|Books & Literature|Book Retailers|100
FEBRUARY 2016|123456700000399|Sport|Rugby|79
FEBRUARY 2016|123456700000399|News & Media|Magazines & E-Zines|93
FEBRUARY 2016|123456700000399|News & Media|News|40
FEBRUARY 2016|123456700000399|Arts & Entertainment|TV & Video|94
FEBRUARY 2016|123456700000400|News & Media|News|29
FEBRUARY 2016|123456700000400|Gambling|Sports Gambling|1
FEBRUARY 2016|123456700000400|Finance|Banking|25
FEBRUARY 2016|123456700000400|Arts & Entertainment|TV & Video|21
FEBRUARY 2016|123456700000400|Internet & Telecom|Social Networking|31
FEBRUARY 2016|123456700000401|Books & Literature|Book Retailers|25
FEBRUARY 2016|123456700000401|News & Media|News|90
FEBRUARY 2016|123456700000401|Finance|Banking|62
FEBRUARY 2016|123456700000401|News & Media|Magazines & E-Zines|29
FEBRUARY 2016|123456700000401|Books & Literature|Book Retailers|54
FEBRUARY 2016|123456700000402|Internet & Telecom|Social Networking|65
FEBRUARY 2016|123456700000402|Sport|Golf|11
FEBRUARY 2016|123456700000402|Gambling|Sports Gambling|97
FEBRUARY 2016|123456700000402|Finance|Banking|22
FEBRUARY 2016|123456700000402|Sport|Rugby|96
FEBRUARY 2016|123456700000403|Arts & Entertainment|TV & Video|34
FEBRUARY 2016|123456700000403|News & Media|News|89
FEBRUARY 2016|123456700000403|Sport|Sport|0
FEBRUARY 2016|123456700000403|News & Media|Magazines & E-Zines|8
FEBRUARY 2016|123456700000403|Sport|Sport|0
FEBRUARY 2016|123456700000404|Books & Literature|Book Retailers|89
FEBRUARY 2016|123456700000404|News & Media|News|26
FEBRUARY 2016|123456700000404|Books & Literature|Book Retailers|80
FEBRUARY 2016|123456700000404|Finance|Banking|41
FEBRUARY 2016|123456700000404|News & Media|Science|85
FEBRUARY 2016|123456700000405|Internet & Telecom|Social Networking|4
FEBRUARY 2016|123456700000405|News & Media|News|66
FEBRUARY 2016|123456700000405|Sport|Soccer|96
FEBRUARY 2016|123456700000405|Sport|Sport|98
FEBRUARY 2016|123456700000405|Sport|Soccer|78
FEBRUARY 2016|123456700000406|News & Media|Science|75
FEBRUARY 2016|123456700000406|Sport|Rugby|10
FEBRUARY 2016|123456700000406|Books & Literature|Book Retailers|54
FEBRUARY 2016|123456700000406|News & Media|Magazines & E-Zines|7
FEBRUARY 2016|123456700000406|Sport|Rugby|24
FEBRUARY 2016|123456700000407|News & Media|Magazines & E-Zines|47
FEBRUARY 2016|123456700000407|News & Media|Magazines & E-Zines|77
FEBRUARY 2016|123456700000407|Sport|Sport|32
FEBRUARY 2016|123456700000407|Books & Literature|Book Retailers|78
FEBRUARY 2016|123456700000407|Sport|Rugby|14
FEBRUARY 2016|123456700000408|Arts & Entertainment|TV & Video|77
FEBRUARY 2016|123456700000408|News & Media|Magazines & E-Zines|55
FEBRUARY 2016|123456700000408|Sport|Sport|71
FEBRUARY 2016|123456700000408|Arts & Entertainment|TV & Video|33
FEBRUARY 2016|123456700000408|Finance|Banking|67
FEBRUARY 2016|123456700000409|Gambling|Sports Gambling|76
FEBRUARY 2016|123456700000409|News & Media|News|23
FEBRUARY 2016|123456700000409|News & Media|News|82
FEBRUARY 2016|123456700000409|News & Media|News|11
FEBRUARY 2016|123456700000409|News & Media|Science|56
FEBRUARY 2016|123456700000410|Internet & Telecom|Social Networking|27
FEBRUARY 2016|123456700000410|Sport|Golf|4
FEBRUARY 2016|123456700000410|Gambling|Sports Gambling|31
FEBRUARY 2016|123456700000410|Books & Literature|Book Retailers|76
FEBRUARY 2016|123456700000410|Books & Literature|Book Retailers|95
FEBRUARY 2016|123456700000411|Arts & Entertainment|TV & Video|86
FEBRUARY 2016|123456700000411|News & Media|Magazines & E-Zines|95
FEBRUARY 2016|123456700000411|News & Media|Magazines & E-Zines|84
FEBRUARY 2016|123456700000411|Sport|Golf|49
FEBRUARY 2016|123456700000411|Sport|Golf|57
FEBRUARY 2016|123456700000412|Gambling|Sports Gambling|43
FEBRUARY 2016|123456700000412|Finance|Banking|43
FEBRUARY 2016|123456700000412|Books & Literature|Book Retailers|42
FEBRUARY 2016|123456700000412|Books & Literature|Book Retailers|81
FEBRUARY 2016|123456700000412|Internet & Telecom|Social Networking|53
FEBRUARY 2016|123456700000413|Books & Literature|Book Retailers|1
FEBRUARY 2016|123456700000413|News & Media|News|58
FEBRUARY 2016|123456700000413|News & Media|News|0
FEBRUARY 2016|123456700000413|Gambling|Sports Gambling|100
FEBRUARY 2016|123456700000413|Sport|Sport|6
FEBRUARY 2016|123456700000414|Finance|Banking|44
FEBRUARY 2016|123456700000414|Sport|Golf|26
FEBRUARY 2016|123456700000414|News & Media|Science|97
FEBRUARY 2016|123456700000414|Gambling|Sports Gambling|28
FEBRUARY 2016|123456700000414|News & Media|News|7
FEBRUARY 2016|123456700000415|News & Media|Magazines & E-Zines|16
FEBRUARY 2016|123456700000415|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000415|News & Media|News|40
FEBRUARY 2016|123456700000415|News & Media|Magazines & E-Zines|73
FEBRUARY 2016|123456700000415|Sport|Sport|7
FEBRUARY 2016|123456700000416|Books & Literature|Book Retailers|59
FEBRUARY 2016|123456700000416|News & Media|News|21
FEBRUARY 2016|123456700000416|News & Media|News|55
FEBRUARY 2016|123456700000416|Sport|Rugby|97
FEBRUARY 2016|123456700000416|Gambling|Sports Gambling|75
FEBRUARY 2016|123456700000417|Sport|Rugby|77
FEBRUARY 2016|123456700000417|Arts & Entertainment|TV & Video|86
FEBRUARY 2016|123456700000417|News & Media|News|55
FEBRUARY 2016|123456700000417|Sport|Soccer|51
FEBRUARY 2016|123456700000417|Sport|Sport|92
FEBRUARY 2016|123456700000418|News & Media|Science|21
FEBRUARY 2016|123456700000418|Books & Literature|Book Retailers|5
FEBRUARY 2016|123456700000418|Sport|Golf|36
FEBRUARY 2016|123456700000418|News & Media|News|83
FEBRUARY 2016|123456700000418|Finance|Banking|71
FEBRUARY 2016|123456700000419|Arts & Entertainment|TV & Video|38
FEBRUARY 2016|123456700000419|Arts & Entertainment|TV & Video|96
FEBRUARY 2016|123456700000419|Gambling|Sports Gambling|10
FEBRUARY 2016|123456700000419|News & Media|Magazines & E-Zines|75
FEBRUARY 2016|123456700000419|Finance|Banking|13
FEBRUARY 2016|123456700000420|Arts & Entertainment|TV & Video|84
FEBRUARY 2016|123456700000420|Gambling|Sports Gambling|53
FEBRUARY 2016|123456700000420|News & Media|Science|60
FEBRUARY 2016|123456700000420|Sport|Soccer|47
FEBRUARY 2016|123456700000420|News & Media|Science|15
FEBRUARY 2016|123456700000421|Arts & Entertainment|TV & Video|69
FEBRUARY 2016|123456700000421|Sport|Sport|12
FEBRUARY 2016|123456700000421|Arts & Entertainment|TV & Video|61
FEBRUARY 2016|123456700000421|Gambling|Sports Gambling|19
FEBRUARY 2016|123456700000421|Internet & Telecom|Social Networking|15
FEBRUARY 2016|123456700000422|Finance|Banking|20
FEBRUARY 2016|123456700000422|Books & Literature|Book Retailers|47
FEBRUARY 2016|123456700000422|Arts & Entertainment|TV & Video|62
FEBRUARY 2016|123456700000422|News & Media|Magazines & E-Zines|58
FEBRUARY 2016|123456700000422|Internet & Telecom|Social Networking|22
FEBRUARY 2016|123456700000423|Internet & Telecom|Social Networking|57
FEBRUARY 2016|123456700000423|News & Media|Science|62
FEBRUARY 2016|123456700000423|Arts & Entertainment|TV & Video|95
FEBRUARY 2016|123456700000423|Books & Literature|Book Retailers|98
FEBRUARY 2016|123456700000423|Sport|Soccer|49
FEBRUARY 2016|123456700000424|Gambling|Sports Gambling|72
FEBRUARY 2016|123456700000424|Sport|Golf|72
FEBRUARY 2016|123456700000424|Sport|Golf|12
FEBRUARY 2016|123456700000424|Sport|Sport|16
FEBRUARY 2016|123456700000424|Sport|Rugby|36
FEBRUARY 2016|123456700000425|News & Media|Science|24
FEBRUARY 2016|123456700000425|Books & Literature|Book Retailers|20
FEBRUARY 2016|123456700000425|News & Media|Magazines & E-Zines|23
FEBRUARY 2016|123456700000425|Books & Literature|Book Retailers|58
FEBRUARY 2016|123456700000425|Sport|Golf|11
FEBRUARY 2016|123456700000426|Arts & Entertainment|TV & Video|42
FEBRUARY 2016|123456700000426|News & Media|Magazines & E-Zines|29
FEBRUARY 2016|123456700000426|Arts & Entertainment|TV & Video|53
